error|voip0.1|rmse|curvature|394.4680072575641|proportional|183.29877593147418
overhead|voip0.1|rmse|curvature|61|proportional|419
error|voip0.1|rmse|curvature|394.4680072575641|ewma|188.79976394768266
overhead|voip0.1|rmse|curvature|61|ewma|408
error|voip0.1|rmse|curvature|394.4680072575641|cemon|353.97441247417987
overhead|voip0.1|rmse|curvature|61|cemon|64
error|voip0.1|rmse|curvature|394.4680072575641|momon|248.53696344754698
overhead|voip0.1|rmse|curvature|61|momon|527
error|voip0.1|rmse|curvature|394.4680072575641|curvature2|225.6042098171872
overhead|voip0.1|rmse|curvature|61|curvature2|313
error|voip0.2|rmse|curvature|277.0161623796561|proportional|217.41024813147627
overhead|voip0.2|rmse|curvature|63|proportional|204
error|voip0.2|rmse|curvature|277.0161623796561|ewma|327.9125859218807
overhead|voip0.2|rmse|curvature|63|ewma|204
error|voip0.2|rmse|curvature|277.0161623796561|cemon|581.2256515940037
overhead|voip0.2|rmse|curvature|63|cemon|67
error|voip0.2|rmse|curvature|277.0161623796561|momon|221.5205666110503
overhead|voip0.2|rmse|curvature|63|momon|544
error|voip0.2|rmse|curvature|277.0161623796561|curvature2|213.34098262515252
overhead|voip0.2|rmse|curvature|63|curvature2|362
error|br2|nrmse|curvature|0.13233185768101474|proportional|0.15473640742106304
overhead|br2|nrmse|curvature|66|proportional|28
error|br2|nrmse|curvature|0.13233185768101474|ewma|0.16542752211152664
overhead|br2|nrmse|curvature|66|ewma|30
error|br2|nrmse|curvature|0.13233185768101474|cemon|0.16859055289643882
overhead|br2|nrmse|curvature|66|cemon|27
error|br2|nrmse|curvature|0.13233185768101474|momon|0.131048067840701
overhead|br2|nrmse|curvature|66|momon|163
error|br2|nrmse|curvature|0.13233185768101474|curvature2|0.1309126210330495
overhead|br2|nrmse|curvature|66|curvature2|95
error|matrix2|nrmse|curvature|0.135999494949131|proportional|0.09739314138898239
overhead|matrix2|nrmse|curvature|116|proportional|72
error|matrix2|nrmse|curvature|0.135999494949131|ewma|0.09515801889957373
overhead|matrix2|nrmse|curvature|116|ewma|75
error|matrix2|nrmse|curvature|0.135999494949131|cemon|0.10965478109109005
overhead|matrix2|nrmse|curvature|116|cemon|72
error|matrix2|nrmse|curvature|0.135999494949131|momon|0.09406906625579381
overhead|matrix2|nrmse|curvature|116|momon|588
error|matrix2|nrmse|curvature|0.135999494949131|curvature2|0.13071020562936936
overhead|matrix2|nrmse|curvature|116|curvature2|344
error|pareto0.1|nrmse|curvature|0.020201230937168874|proportional|0.020167163577992326
overhead|pareto0.1|nrmse|curvature|64|proportional|279
error|pareto0.1|nrmse|curvature|0.020201230937168874|ewma|0.020121636025417524
overhead|pareto0.1|nrmse|curvature|64|ewma|312
error|pareto0.1|nrmse|curvature|0.020201230937168874|cemon|0.020181967597317246
overhead|pareto0.1|nrmse|curvature|64|cemon|66
error|pareto0.1|nrmse|curvature|0.020201230937168874|momon|0.020083625318928214
overhead|pareto0.1|nrmse|curvature|64|momon|544
error|pareto0.1|nrmse|curvature|0.020201230937168874|curvature2|0.020070843287712786
overhead|pareto0.1|nrmse|curvature|64|curvature2|231
error|pareto0.2|nrmse|curvature|0.016736294444671604|proportional|0.01644451599996667
overhead|pareto0.2|nrmse|curvature|80|proportional|203
error|pareto0.2|nrmse|curvature|0.016736294444671604|ewma|0.01639188678626551
overhead|pareto0.2|nrmse|curvature|80|ewma|203
error|pareto0.2|nrmse|curvature|0.016736294444671604|cemon|0.016556957642013433
overhead|pareto0.2|nrmse|curvature|80|cemon|71
error|pareto0.2|nrmse|curvature|0.016736294444671604|momon|0.016414897194925927
overhead|pareto0.2|nrmse|curvature|80|momon|544
error|pareto0.2|nrmse|curvature|0.016736294444671604|curvature2|0.0165897998196242
overhead|pareto0.2|nrmse|curvature|80|curvature2|255
error|poission_slow0.2|nrmse|curvature|0.1476344534983803|proportional|0.14837993228222815
overhead|poission_slow0.2|nrmse|curvature|63|proportional|75
error|poission_slow0.2|nrmse|curvature|0.1476344534983803|ewma|0.14647130871809483
overhead|poission_slow0.2|nrmse|curvature|63|ewma|79
error|poission_slow0.2|nrmse|curvature|0.1476344534983803|cemon|0.1460347552538781
overhead|poission_slow0.2|nrmse|curvature|63|cemon|67
error|poission_slow0.2|nrmse|curvature|0.1476344534983803|momon|0.14664315983587795
overhead|poission_slow0.2|nrmse|curvature|63|momon|581
error|poission_slow0.2|nrmse|curvature|0.1476344534983803|curvature2|0.14321629862549176
overhead|poission_slow0.2|nrmse|curvature|63|curvature2|334
error|poission0.1|nrmse|curvature|0.23710208558125942|proportional|0.22255254211264783
overhead|poission0.1|nrmse|curvature|442|proportional|468
error|poission0.1|nrmse|curvature|0.23710208558125942|ewma|0.23546468644132348
overhead|poission0.1|nrmse|curvature|442|ewma|468
error|poission0.1|nrmse|curvature|0.23710208558125942|cemon|0.2360857379207109
overhead|poission0.1|nrmse|curvature|442|cemon|69
error|poission0.1|nrmse|curvature|0.23710208558125942|momon|0.21583501144032033
overhead|poission0.1|nrmse|curvature|442|momon|554
error|poission0.1|nrmse|curvature|0.23710208558125942|curvature2|0.2265207447326911
overhead|poission0.1|nrmse|curvature|442|curvature2|250
error|poission0.2|nrmse|curvature|0.033281816085707724|proportional|0.03338695816856913
overhead|poission0.2|nrmse|curvature|440|proportional|155
error|poission0.2|nrmse|curvature|0.033281816085707724|ewma|0.033449882650831174
overhead|poission0.2|nrmse|curvature|440|ewma|146
error|poission0.2|nrmse|curvature|0.033281816085707724|cemon|0.03330996584802114
overhead|poission0.2|nrmse|curvature|440|cemon|76
error|poission0.2|nrmse|curvature|0.033281816085707724|momon|0.033299758475337844
overhead|poission0.2|nrmse|curvature|440|momon|605
error|poission0.2|nrmse|curvature|0.033281816085707724|curvature2|0.03323388841037271
overhead|poission0.2|nrmse|curvature|440|curvature2|205
error|voip0.1|nrmse|curvature|0.004682818519776826|proportional|0.004484763736659223
overhead|voip0.1|nrmse|curvature|61|proportional|419
error|voip0.1|nrmse|curvature|0.004682818519776826|ewma|0.004477593899916779
overhead|voip0.1|nrmse|curvature|61|ewma|408
error|voip0.1|nrmse|curvature|0.004682818519776826|cemon|0.004631612772968327
overhead|voip0.1|nrmse|curvature|61|cemon|64
error|voip0.1|nrmse|curvature|0.004682818519776826|momon|0.004549973921529844
overhead|voip0.1|nrmse|curvature|61|momon|527
error|voip0.1|nrmse|curvature|0.004682818519776826|curvature2|0.004487475272549217
overhead|voip0.1|nrmse|curvature|61|curvature2|313
error|voip0.2|nrmse|curvature|0.05566202422712538|proportional|0.05545265002076718
overhead|voip0.2|nrmse|curvature|63|proportional|204
error|voip0.2|nrmse|curvature|0.05566202422712538|ewma|0.05541353903121972
overhead|voip0.2|nrmse|curvature|63|ewma|204
error|voip0.2|nrmse|curvature|0.05566202422712538|cemon|0.055441633263875245
overhead|voip0.2|nrmse|curvature|63|cemon|67
error|voip0.2|nrmse|curvature|0.05566202422712538|momon|0.05538708804257481
overhead|voip0.2|nrmse|curvature|63|momon|544
error|voip0.2|nrmse|curvature|0.05566202422712538|curvature2|0.0555407791210381
overhead|voip0.2|nrmse|curvature|63|curvature2|362
error|br2|dtw|curvature|104231130.37907892|proportional|114172129.01915808
overhead|br2|dtw|curvature|66|proportional|28
error|br2|dtw|curvature|104231130.37907892|ewma|110457095.6990908
overhead|br2|dtw|curvature|66|ewma|30
error|br2|dtw|curvature|104231130.37907892|cemon|120464662.06550772
overhead|br2|dtw|curvature|66|cemon|27
error|br2|dtw|curvature|104231130.37907892|momon|63469679.36671062
overhead|br2|dtw|curvature|66|momon|163
error|br2|dtw|curvature|104231130.37907892|curvature2|93282784.3942768
overhead|br2|dtw|curvature|66|curvature2|95
error|matrix2|dtw|curvature|4368993621.44757|proportional|4509352084.398492
overhead|matrix2|dtw|curvature|116|proportional|72
error|matrix2|dtw|curvature|4368993621.44757|ewma|4369608721.503376
overhead|matrix2|dtw|curvature|116|ewma|75
error|matrix2|dtw|curvature|4368993621.44757|cemon|4264566833.009802
overhead|matrix2|dtw|curvature|116|cemon|72
error|matrix2|dtw|curvature|4368993621.44757|momon|3621963977.3899074
overhead|matrix2|dtw|curvature|116|momon|588
error|matrix2|dtw|curvature|4368993621.44757|curvature2|3747742912.1418276
overhead|matrix2|dtw|curvature|116|curvature2|344
error|pareto0.1|dtw|curvature|37933861575.07542|proportional|10298116745.26022
overhead|pareto0.1|dtw|curvature|64|proportional|279
error|pareto0.1|dtw|curvature|37933861575.07542|ewma|9232549011.17943
overhead|pareto0.1|dtw|curvature|64|ewma|312
error|pareto0.1|dtw|curvature|37933861575.07542|cemon|37448132529.05074
overhead|pareto0.1|dtw|curvature|64|cemon|66
