

error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-0/stream-0.pcap|rmse|curvature|980.5972603721222|cemon|899.6511977057559|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-0/stream-0.pcap|rmse|curvature|123|cemon|127


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-103/stream-103.pcap|rmse|curvature|30.662874591660145|cemon|33.32223703165515|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-103/stream-103.pcap|rmse|curvature|5|cemon|6


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-107/stream-107.pcap|rmse|curvature|33.65445503572551|cemon|32.64896378533395|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-107/stream-107.pcap|rmse|curvature|19|cemon|19


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-109/stream-109.pcap|rmse|curvature|31.156652088300113|cemon|30.390182147751148|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-109/stream-109.pcap|rmse|curvature|36|cemon|36


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-10/stream-10.pcap|rmse|curvature|33.08653896309598|cemon|33.83532837732729|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-10/stream-10.pcap|rmse|curvature|7|cemon|8


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-110/stream-110.pcap|rmse|curvature|31.116900344054095|cemon|30.350074817233075|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-110/stream-110.pcap|rmse|curvature|36|cemon|36


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-111/stream-111.pcap|rmse|curvature|31.287295592205357|cemon|20.196188654949342|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-111/stream-111.pcap|rmse|curvature|5|cemon|5


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-112/stream-112.pcap|rmse|curvature|31.079341352377618|cemon|20.000386710700422|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-112/stream-112.pcap|rmse|curvature|5|cemon|5


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-117/stream-117.pcap|rmse|curvature|159.23780113076137|cemon|157.7954103408292|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-117/stream-117.pcap|rmse|curvature|9|cemon|10


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-118/stream-118.pcap|rmse|curvature|63.77171640384413|cemon|62.39463882511467|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-118/stream-118.pcap|rmse|curvature|16|cemon|17


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-119/stream-119.pcap|rmse|curvature|37.67709647186482|cemon|39.390608362303084|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-119/stream-119.pcap|rmse|curvature|9|cemon|10


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-11/stream-11.pcap|rmse|curvature|49.81523279671094|cemon|46.34729946626985|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-11/stream-11.pcap|rmse|curvature|30|cemon|32


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-120/stream-120.pcap|rmse|curvature|103.52521425463685|cemon|89.43074101910756|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-120/stream-120.pcap|rmse|curvature|16|cemon|17


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-123/stream-123.pcap|rmse|curvature|30.8908592585592|cemon|30.994762690695254|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-123/stream-123.pcap|rmse|curvature|63|cemon|64


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-126/stream-126.pcap|rmse|curvature|30.32480042357926|cemon|30.812809802010396|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-126/stream-126.pcap|rmse|curvature|16|cemon|17


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-12/stream-12.pcap|rmse|curvature|41.74818030224157|cemon|52.04029777052936|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-12/stream-12.pcap|rmse|curvature|111|cemon|116


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-133/stream-133.pcap|rmse|curvature|69.37445695940767|cemon|69.37445695940767|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-133/stream-133.pcap|rmse|curvature|2|cemon|2


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-135/stream-135.pcap|rmse|curvature|207.38942613409418|cemon|207.38942613409418|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-135/stream-135.pcap|rmse|curvature|2|cemon|2


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-136/stream-136.pcap|rmse|curvature|31.36034362901421|cemon|20.22407091707315|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-136/stream-136.pcap|rmse|curvature|5|cemon|5


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-137/stream-137.pcap|rmse|curvature|39.30056166302763|cemon|39.461305824719076|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-137/stream-137.pcap|rmse|curvature|9|cemon|10


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-138/stream-138.pcap|rmse|curvature|39.372735740143305|cemon|39.538178508266064|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-138/stream-138.pcap|rmse|curvature|9|cemon|10


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-13/stream-13.pcap|rmse|curvature|31.351551335412864|cemon|31.456807476658913|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-13/stream-13.pcap|rmse|curvature|63|cemon|64


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-142/stream-142.pcap|rmse|curvature|509.74451722648024|cemon|294.3269746770867|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-142/stream-142.pcap|rmse|curvature|8|cemon|9


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-144/stream-144.pcap|rmse|curvature|31.149745652168594|cemon|20.030422624553573|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-144/stream-144.pcap|rmse|curvature|5|cemon|5


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-145/stream-145.pcap|rmse|curvature|30.974541264141074|cemon|19.870966290797995|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-145/stream-145.pcap|rmse|curvature|5|cemon|5


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-14/stream-14.pcap|rmse|curvature|30.558783884792767|cemon|31.243764799370318|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-14/stream-14.pcap|rmse|curvature|114|cemon|117


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-151/stream-151.pcap|rmse|curvature|41.66348416919228|cemon|41.6007555980591|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-151/stream-151.pcap|rmse|curvature|6|cemon|7


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-153/stream-153.pcap|rmse|curvature|293.2495083968792|cemon|152.7939667417038|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-153/stream-153.pcap|rmse|curvature|22|cemon|22


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-154/stream-154.pcap|rmse|curvature|34.24697116307328|cemon|29.315604212413863|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-154/stream-154.pcap|rmse|curvature|16|cemon|19


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-158/stream-158.pcap|rmse|curvature|738.6840356886717|cemon|738.6840356886717|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-158/stream-158.pcap|rmse|curvature|2|cemon|2


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-159/stream-159.pcap|rmse|curvature|74.5413025803938|cemon|74.5413025803938|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-159/stream-159.pcap|rmse|curvature|2|cemon|2


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-15/stream-15.pcap|rmse|curvature|1442.105867740771|cemon|1427.730609553324|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-15/stream-15.pcap|rmse|curvature|119|cemon|127


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-161/stream-161.pcap|rmse|curvature|181.8034963570121|cemon|181.8034963570121|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-161/stream-161.pcap|rmse|curvature|2|cemon|2


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-162/stream-162.pcap|rmse|curvature|39.573432391691355|cemon|33.40200953795435|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-162/stream-162.pcap|rmse|curvature|7|cemon|8


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-163/stream-163.pcap|rmse|curvature|31.48172455329395|cemon|38.92963172591837|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-163/stream-163.pcap|rmse|curvature|8|cemon|9


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-165/stream-165.pcap|rmse|curvature|30.803065440772148|cemon|30.98717214977961|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-165/stream-165.pcap|rmse|curvature|37|cemon|38


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-16/stream-16.pcap|rmse|curvature|30.996055918487365|cemon|31.100381195717755|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-16/stream-16.pcap|rmse|curvature|63|cemon|64


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-172/stream-172.pcap|rmse|curvature|80.73250148044981|cemon|63.90556198371328|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-172/stream-172.pcap|rmse|curvature|15|cemon|15


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-173/stream-173.pcap|rmse|curvature|106.63858971385555|cemon|102.69347523796566|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-173/stream-173.pcap|rmse|curvature|15|cemon|15


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-174/stream-174.pcap|rmse|curvature|114.91311943779341|cemon|92.57224416526681|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-174/stream-174.pcap|rmse|curvature|15|cemon|16


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-17/stream-17.pcap|rmse|curvature|31.814447609231497|cemon|30.960173142963328|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-17/stream-17.pcap|rmse|curvature|64|cemon|64


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-18/stream-18.pcap|rmse|curvature|34.27907265434793|cemon|34.362044310396904|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-18/stream-18.pcap|rmse|curvature|112|cemon|122


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-194/stream-194.pcap|rmse|curvature|204.84535896212017|cemon|207.70135354403433|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-194/stream-194.pcap|rmse|curvature|10|cemon|9


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-195/stream-195.pcap|rmse|curvature|429.32324470137723|cemon|150.12039652298085|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-195/stream-195.pcap|rmse|curvature|13|cemon|15


error|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-196/stream-196.pcap|rmse|curvature|30.57378034670343|cemon|31.028488987425398|overhead|../output/lbnl/lbl-internal.20041004-1303.port001.dump.anon-dir/stream-196/stream-196.pcap|rmse|curvature|17|cemon|18


