poission0.2 rmse


Curvature:
1583992237.433986, 76.0, 1.0, same, 1.0
1583992238.433986, 490726.0, 1.0, same, 1.0
1583992239.433986, 999484.0, 1.0, halfing polling, 2.0
1583992241.433986, 1900000.0, 2.0, tripling polling, 0.6666666666666666
1583992242.1006527, 2182508.0, 0.6666666666666666, same_p, 0.6666666666666666
1583992242.7673194, 2392084.0, 0.6666666666666666, halfing polling, 1.3333333333333333
1583992244.1006527, 3041634.0, 1.3333333333333333, tripling polling, 0.5
1583992244.6006527, 3254462.0, 0.5, same_p, 0.5
1583992245.1006527, 3460622.0, 0.5, halfing polling, 1.0
1583992246.1006527, 4020608.0, 1.0, tripling polling, 0.5
1583992246.6006527, 4204570.0, 0.5, same_p, 0.5
1583992247.1006527, 4371624.0, 0.5, halfing polling, 1.0
1583992248.1006527, 4856342.0, 1.0, tripling polling, 0.5
1583992248.6006527, 5109648.0, 0.5, same_p, 0.5
1583992249.1006527, 5285248.0, 0.5, halfing polling, 1.0
1583992250.1006527, 5748110.0, 1.0, tripling polling, 0.5
1583992250.6006527, 5914172.0, 0.5, same_p, 0.5
1583992251.1006527, 6103028.0, 0.5, halfing polling, 1.0
1583992252.1006527, 6541210.0, 1.0, tripling polling, 0.5
1583992252.6006527, 6696004.0, 0.5, same_p, 0.5
1583992253.1006527, 6878494.0, 0.5, halfing polling, 1.0
1583992254.1006527, 7340974.0, 1.0, tripling polling, 0.5
1583992254.6006527, 7526724.0, 0.5, same_p, 0.5
1583992255.1006527, 7770074.0, 0.5, halfing polling, 1.0
1583992256.1006527, 8277968.0, 1.0, tripling polling, 0.5
1583992256.6006527, 8521952.0, 0.5, same_p, 0.5
1583992257.1006527, 8807902.0, 0.5, halfing polling, 1.0
1583992258.1006527, 9253888.0, 1.0, tripling polling, 0.5
1583992258.6006527, 9464778.0, 0.5, same_p, 0.5
1583992259.1006527, 9666312.0, 0.5, halfing polling, 1.0
1583992260.1006527, 10059854.0, 1.0, tripling polling, 0.5
1583992260.6006527, 10297724.0, 0.5, same_p, 0.5
1583992261.1006527, 10560770.0, 0.5, halfing polling, 1.0
1583992262.1006527, 11007846.0, 1.0, tripling polling, 0.5
1583992262.6006527, 11263840.0, 0.5, same_p, 0.5
1583992263.1006527, 11505421.0, 0.5, halfing polling, 1.0
1583992264.1006527, 11997802.0, 1.0, tripling polling, 0.5
1583992264.6006527, 12179266.0, 0.5, same_p, 0.5
1583992265.1006527, 12391614.0, 0.5, halfing polling, 1.0
1583992266.1006527, 12901682.0, 1.0, tripling polling, 0.5
1583992266.6006527, 13155744.0, 0.5, halfing polling, 1.0
1583992267.6006527, 13605512.0, 1.0, tripling polling, 0.5
1583992268.1006527, 13906970.0, 0.5, same_p, 0.5
1583992268.6006527, 14076564.0, 0.5, halfing polling, 1.0
1583992269.6006527, 14565838.0, 1.0, tripling polling, 0.5
1583992270.1006527, 14740548.0, 0.5, same_p, 0.5
1583992270.6006527, 14947428.0, 0.5, halfing polling, 1.0
1583992271.6006527, 15349816.0, 1.0, tripling polling, 0.5
1583992272.1006527, 15566202.0, 0.5, same_p, 0.5
1583992272.6006527, 15820322.0, 0.5, halfing polling, 1.0
1583992273.6006527, 16257416.0, 1.0, tripling polling, 0.5
1583992274.1006527, 16524442.0, 0.5, same_p, 0.5
1583992274.6006527, 16767462.0, 0.5, halfing polling, 1.0
1583992275.6006527, 17146308.0, 1.0, tripling polling, 0.5
1583992276.1006527, 17354972.0, 0.5, same_p, 0.5
1583992276.6006527, 17590584.0, 0.5, halfing polling, 1.0
1583992277.6006527, 18060592.0, 1.0, halfing polling, 2.0
